state,pollster,office_type,start_date,end_date,answer,candidate_id,candidate_name,candidate_party,pct
Georgia,SurveyMonkey,U.S. President,7/1/20,7/31/20,Biden,13256,Joseph R. Biden Jr.,DEM,48.54
Georgia,SurveyMonkey,U.S. President,7/1/20,7/31/20,Trump,13254,Donald Trump,REP,49
Florida,SurveyMonkey,U.S. President,7/1/20,7/31/20,Biden,13256,Joseph R. Biden Jr.,DEM,49.29
Florida,SurveyMonkey,U.S. President,7/1/20,7/31/20,Trump,13254,Donald Trump,REP,48
Florida,SurveyMonkey,U.S. President,7/1/20,7/31/20,Biden,13256,Joseph R. Biden Jr.,DEM,50.76
Florida,SurveyMonkey,U.S. President,7/1/20,7/31/20,Trump,13254,Donald Trump,REP,46
Delaware,SurveyMonkey,U.S. President,7/1/20,7/31/20,Biden,13256,Joseph R. Biden Jr.,DEM,67.32
Delaware,SurveyMonkey,U.S. President,7/1/20,7/31/20,Trump,13254,Donald Trump,REP,31
Delaware,SurveyMonkey,U.S. President,7/1/20,7/31/20,Biden,13256,Joseph R. Biden Jr.,DEM,68.96
Delaware,SurveyMonkey,U.S. President,7/1/20,7/31/20,Trump,13254,Donald Trump,REP,29
District of Columbia,SurveyMonkey,U.S. President,7/1/20,7/31/20,Biden,13256,Joseph R. Biden Jr.,DEM,90.53
District of Columbia,SurveyMonkey,U.S. President,7/1/20,7/31/20,Trump,13254,Donald Trump,REP,8
District of Columbia,SurveyMonkey,U.S. President,7/1/20,7/31/20,Biden,13256,Joseph R. Biden Jr.,DEM,89.09
District of Columbia,SurveyMonkey,U.S. President,7/1/20,7/31/20,Trump,13254,Donald Trump,REP,8
Connecticut,SurveyMonkey,U.S. President,7/1/20,7/31/20,Biden,13256,Joseph R. Biden Jr.,DEM,59.38
Connecticut,SurveyMonkey,U.S. President,7/1/20,7/31/20,Trump,13254,Donald Trump,REP,38.67
Connecticut,SurveyMonkey,U.S. President,7/1/20,7/31/20,Biden,13256,Joseph R. Biden Jr.,DEM,59.11
Connecticut,SurveyMonkey,U.S. President,7/1/20,7/31/20,Trump,13254,Donald Trump,REP,38.24
Colorado,SurveyMonkey,U.S. President,7/1/20,7/31/20,Biden,13256,Joseph R. Biden Jr.,DEM,57.78
Colorado,SurveyMonkey,U.S. President,7/1/20,7/31/20,Trump,13254,Donald Trump,REP,40.36
Colorado,SurveyMonkey,U.S. President,7/1/20,7/31/20,Biden,13256,Joseph R. Biden Jr.,DEM,58.21
Colorado,SurveyMonkey,U.S. President,7/1/20,7/31/20,Trump,13254,Donald Trump,REP,39.51
California,SurveyMonkey,U.S. President,7/1/20,7/31/20,Biden,13256,Joseph R. Biden Jr.,DEM,63.1
California,SurveyMonkey,U.S. President,7/1/20,7/31/20,Trump,13254,Donald Trump,REP,34.77
California,SurveyMonkey,U.S. President,7/1/20,7/31/20,Biden,13256,Joseph R. Biden Jr.,DEM,63.59
California,SurveyMonkey,U.S. President,7/1/20,7/31/20,Trump,13254,Donald Trump,REP,33.59
Arizona,SurveyMonkey,U.S. President,7/1/20,7/31/20,Biden,13256,Joseph R. Biden Jr.,DEM,47.31
Arizona,SurveyMonkey,U.S. President,7/1/20,7/31/20,Trump,13254,Donald Trump,REP,50.52
Arizona,SurveyMonkey,U.S. President,7/1/20,7/31/20,Biden,13256,Joseph R. Biden Jr.,DEM,48.78
Arizona,SurveyMonkey,U.S. President,7/1/20,7/31/20,Trump,13254,Donald Trump,REP,48.22
Arkansas,SurveyMonkey,U.S. President,7/1/20,7/31/20,Biden,13256,Joseph R. Biden Jr.,DEM,32.41
Arkansas,SurveyMonkey,U.S. President,7/1/20,7/31/20,Trump,13254,Donald Trump,REP,65.77
Arkansas,SurveyMonkey,U.S. President,7/1/20,7/31/20,Biden,13256,Joseph R. Biden Jr.,DEM,32.97
Arkansas,SurveyMonkey,U.S. President,7/1/20,7/31/20,Trump,13254,Donald Trump,REP,64.77
Alabama,SurveyMonkey,U.S. President,7/1/20,7/31/20,Biden,13256,Joseph R. Biden Jr.,DEM,34.89
Alabama,SurveyMonkey,U.S. President,7/1/20,7/31/20,Trump,13254,Donald Trump,REP,63.03
Alabama,SurveyMonkey,U.S. President,7/1/20,7/31/20,Biden,13256,Joseph R. Biden Jr.,DEM,38.86
Alabama,SurveyMonkey,U.S. President,7/1/20,7/31/20,Trump,13254,Donald Trump,REP,58.43
Alaska,SurveyMonkey,U.S. President,7/1/20,7/31/20,Biden,13256,Joseph R. Biden Jr.,DEM,42.72
Alaska,SurveyMonkey,U.S. President,7/1/20,7/31/20,Trump,13254,Donald Trump,REP,54.84
Alaska,SurveyMonkey,U.S. President,7/1/20,7/31/20,Biden,13256,Joseph R. Biden Jr.,DEM,40.53
Alaska,SurveyMonkey,U.S. President,7/1/20,7/31/20,Trump,13254,Donald Trump,REP,56.44
,Emerson College,U.S. President,7/29/20,7/30/20,Biden,13256,Joseph R. Biden Jr.,DEM,53.25
,Emerson College,U.S. President,7/29/20,7/30/20,Trump,13254,Donald Trump,REP,46.75
Oklahoma,DFM Research,U.S. President,7/29/20,7/30/20,Biden,13256,Joseph R. Biden Jr.,DEM,36
Oklahoma,DFM Research,U.S. President,7/29/20,7/30/20,Trump,13254,Donald Trump,REP,56
,YouGov,U.S. President,7/28/20,7/30/20,Biden,13256,Joseph R. Biden Jr.,DEM,49
,YouGov,U.S. President,7/28/20,7/30/20,Trump,13254,Donald Trump,REP,40
,Morning Consult,U.S. President,7/28/20,7/30/20,Biden,13256,Joseph R. Biden Jr.,DEM,50
,Morning Consult,U.S. President,7/28/20,7/30/20,Trump,13254,Donald Trump,REP,43
,SurveyMonkey,U.S. President,7/28/20,7/30/20,Biden,13256,Joseph R. Biden Jr.,DEM,51.77
,SurveyMonkey,U.S. President,7/28/20,7/30/20,Trump,13254,Donald Trump,REP,45.76
,SurveyMonkey,U.S. President,7/28/20,7/30/20,Biden,13256,Joseph R. Biden Jr.,DEM,50.45
,SurveyMonkey,U.S. President,7/28/20,7/30/20,Trump,13254,Donald Trump,REP,47.61
Hawaii,MRG Research,U.S. President,7/27/20,7/30/20,Biden,13256,Joseph R. Biden Jr.,DEM,56
Hawaii,MRG Research,U.S. President,7/27/20,7/30/20,Trump,13254,Donald Trump,REP,29
Iowa,RMG Research,U.S. President,7/27/20,7/30/20,Biden,13256,Joseph R. Biden Jr.,DEM,40
Iowa,RMG Research,U.S. President,7/27/20,7/30/20,Trump,13254,Donald Trump,REP,41
Michigan,EPIC-MRA,U.S. President,7/25/20,7/30/20,Biden,13256,Joseph R. Biden Jr.,DEM,51
Michigan,EPIC-MRA,U.S. President,7/25/20,7/30/20,Trump,13254,Donald Trump,REP,40
Michigan,EPIC-MRA,U.S. President,7/25/20,7/30/20,Jorgensen,14611,Jo Jorgensen,LIB,3
Wisconsin,Morning Consult,U.S. President,7/21/20,7/30/20,Biden,13256,Joseph R. Biden Jr.,DEM,51
Wisconsin,Morning Consult,U.S. President,7/21/20,7/30/20,Trump,13254,Donald Trump,REP,42
Michigan,Public Policy Polling,U.S. President,7/28/20,7/29/20,Biden,13256,Joseph R. Biden Jr.,DEM,49
Michigan,Public Policy Polling,U.S. President,7/28/20,7/29/20,Trump,13254,Donald Trump,REP,43
,Morning Consult,U.S. President,7/27/20,7/29/20,Biden,13256,Joseph R. Biden Jr.,DEM,50
,Morning Consult,U.S. President,7/27/20,7/29/20,Trump,13254,Donald Trump,REP,43
Nebraska CD-2,Global Strategy Group,U.S. President,7/27/20,7/29/20,Biden,13256,Joseph R. Biden Jr.,DEM,51
Nebraska CD-2,Global Strategy Group,U.S. President,7/27/20,7/29/20,Trump,13254,Donald Trump,REP,44
,SurveyMonkey,U.S. President,7/27/20,7/29/20,Biden,13256,Joseph R. Biden Jr.,DEM,51.59
,SurveyMonkey,U.S. President,7/27/20,7/29/20,Trump,13254,Donald Trump,REP,46.06
,SurveyMonkey,U.S. President,7/27/20,7/29/20,Biden,13256,Joseph R. Biden Jr.,DEM,50.54
,SurveyMonkey,U.S. President,7/27/20,7/29/20,Trump,13254,Donald Trump,REP,47.54
Kentucky,Bluegrass Voters Coalition,U.S. President,7/25/20,7/29/20,Biden,13256,Joseph R. Biden Jr.,DEM,45
Kentucky,Bluegrass Voters Coalition,U.S. President,7/25/20,7/29/20,Trump,13254,Donald Trump,REP,52
Wisconsin,Morning Consult,U.S. President,7/20/20,7/29/20,Biden,13256,Joseph R. Biden Jr.,DEM,50
Wisconsin,Morning Consult,U.S. President,7/20/20,7/29/20,Trump,13254,Donald Trump,REP,41
,Data for Progress,U.S. President,7/28/20,7/28/20,Biden,13256,Joseph R. Biden Jr.,DEM,50.88
,Data for Progress,U.S. President,7/28/20,7/28/20,Trump,13254,Donald Trump,REP,43.2
,Data for Progress,U.S. President,7/28/20,7/28/20,Biden,13256,Joseph R. Biden Jr.,DEM,51.75
,Data for Progress,U.S. President,7/28/20,7/28/20,Trump,13254,Donald Trump,REP,42.38
,Ipsos,U.S. President,7/27/20,7/28/20,Biden,13256,Joseph R. Biden Jr.,DEM,57
,Ipsos,U.S. President,7/27/20,7/28/20,Trump,13254,Donald Trump,REP,43
,Ipsos,U.S. President,7/27/20,7/28/20,Biden,13256,Joseph R. Biden Jr.,DEM,57
,Ipsos,U.S. President,7/27/20,7/28/20,Trump,13254,Donald Trump,REP,43
,YouGov,U.S. President,7/26/20,7/28/20,Biden,13256,Joseph R. Biden Jr.,DEM,49
,YouGov,U.S. President,7/26/20,7/28/20,Trump,13254,Donald Trump,REP,40
,Morning Consult,U.S. President,7/26/20,7/28/20,Biden,13256,Joseph R. Biden Jr.,DEM,51
,Morning Consult,U.S. President,7/26/20,7/28/20,Trump,13254,Donald Trump,REP,42
,SurveyMonkey,U.S. President,7/26/20,7/28/20,Biden,13256,Joseph R. Biden Jr.,DEM,52.16
,SurveyMonkey,U.S. President,7/26/20,7/28/20,Trump,13254,Donald Trump,REP,45.59
,SurveyMonkey,U.S. President,7/26/20,7/28/20,Biden,13256,Joseph R. Biden Jr.,DEM,51.49
,SurveyMonkey,U.S. President,7/26/20,7/28/20,Trump,13254,Donald Trump,REP,46.76
,IBD/TIPP,U.S. President,7/25/20,7/28/20,Biden,13256,Joseph R. Biden Jr.,DEM,48
,IBD/TIPP,U.S. President,7/25/20,7/28/20,Trump,13254,Donald Trump,REP,41
,Optimus,U.S. President,7/24/20,7/28/20,Biden,13256,Joseph R. Biden Jr.,DEM,38.5
,Optimus,U.S. President,7/24/20,7/28/20,Trump,13254,Donald Trump,REP,31.1
,Optimus,U.S. President,7/24/20,7/28/20,Biden,13256,Joseph R. Biden Jr.,DEM,47.5
,Optimus,U.S. President,7/24/20,7/28/20,Trump,13254,Donald Trump,REP,40.4
,Rasmussen Reports/Pulse Opinion Research,U.S. President,7/22/20,7/28/20,Biden,13256,Joseph R. Biden Jr.,DEM,48.29
,Rasmussen Reports/Pulse Opinion Research,U.S. President,7/22/20,7/28/20,Trump,13254,Donald Trump,REP,42.19
Wisconsin,Morning Consult,U.S. President,7/19/20,7/28/20,Biden,13256,Joseph R. Biden Jr.,DEM,50
Wisconsin,Morning Consult,U.S. President,7/19/20,7/28/20,Trump,13254,Donald Trump,REP,42
New Hampshire,University of New Hampshire,U.S. President,7/16/20,7/28/20,Biden,13256,Joseph R. Biden Jr.,DEM,53
New Hampshire,University of New Hampshire,U.S. President,7/16/20,7/28/20,Trump,13254,Donald Trump,REP,40
,AP-NORC,U.S. President,7/6/20,7/28/20,Biden,13256,Joseph R. Biden Jr.,DEM,45
,AP-NORC,U.S. President,7/6/20,7/28/20,Trump,13254,Donald Trump,REP,33
,AP-NORC,U.S. President,7/6/20,7/28/20,Biden,13256,Joseph R. Biden Jr.,DEM,48
,AP-NORC,U.S. President,7/6/20,7/28/20,Trump,13254,Donald Trump,REP,34
,Morning Consult,U.S. President,7/25/20,7/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,51
,Morning Consult,U.S. President,7/25/20,7/27/20,Trump,13254,Donald Trump,REP,42
,SurveyMonkey,U.S. President,7/25/20,7/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,51.82
,SurveyMonkey,U.S. President,7/25/20,7/27/20,Trump,13254,Donald Trump,REP,45.79
,SurveyMonkey,U.S. President,7/25/20,7/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,51.1
,SurveyMonkey,U.S. President,7/25/20,7/27/20,Trump,13254,Donald Trump,REP,47.03
Georgia,Monmouth University,U.S. President,7/23/20,7/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,47
Georgia,Monmouth University,U.S. President,7/23/20,7/27/20,Trump,13254,Donald Trump,REP,47
Georgia,Monmouth University,U.S. President,7/23/20,7/27/20,Jorgensen,14611,Jo Jorgensen,LIB,3
Georgia,Monmouth University,U.S. President,7/23/20,7/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,47
Georgia,Monmouth University,U.S. President,7/23/20,7/27/20,Trump,13254,Donald Trump,REP,48
Georgia,Monmouth University,U.S. President,7/23/20,7/27/20,Jorgensen,14611,Jo Jorgensen,LIB,2
Georgia,Monmouth University,U.S. President,7/23/20,7/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,46
Georgia,Monmouth University,U.S. President,7/23/20,7/27/20,Trump,13254,Donald Trump,REP,49
Georgia,Monmouth University,U.S. President,7/23/20,7/27/20,Jorgensen,14611,Jo Jorgensen,LIB,2
,Fox News/Beacon Research/Shaw & Co. Research,U.S. President,7/23/20,7/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,48
,Fox News/Beacon Research/Shaw & Co. Research,U.S. President,7/23/20,7/27/20,Trump,13254,Donald Trump,REP,41
Washington,SurveyUSA,U.S. President,7/22/20,7/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,62
Washington,SurveyUSA,U.S. President,7/22/20,7/27/20,Trump,13254,Donald Trump,REP,28
Wisconsin,Hodas & Associates,U.S. President,7/22/20,7/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,52.1
Wisconsin,Hodas & Associates,U.S. President,7/22/20,7/27/20,Trump,13254,Donald Trump,REP,37.9
California,"University of California, Berkeley",U.S. President,7/21/20,7/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,67
California,"University of California, Berkeley",U.S. President,7/21/20,7/27/20,Trump,13254,Donald Trump,REP,28
,YouGov Blue/Data for Progress,U.S. President,7/21/20,7/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,51
,YouGov Blue/Data for Progress,U.S. President,7/21/20,7/27/20,Trump,13254,Donald Trump,REP,45
Wisconsin,Morning Consult,U.S. President,7/18/20,7/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,50
Wisconsin,Morning Consult,U.S. President,7/18/20,7/27/20,Trump,13254,Donald Trump,REP,43
,Morning Consult,U.S. President,7/24/20,7/26/20,Biden,13256,Joseph R. Biden Jr.,DEM,51
,Morning Consult,U.S. President,7/24/20,7/26/20,Trump,13254,Donald Trump,REP,43
,Change Research,U.S. President,7/24/20,7/26/20,Biden,13256,Joseph R. Biden Jr.,DEM,51
,Change Research,U.S. President,7/24/20,7/26/20,Trump,13254,Donald Trump,REP,42
,Change Research,U.S. President,7/24/20,7/26/20,Jorgensen,14611,Jo Jorgensen,LIB,2
,Change Research,U.S. President,7/24/20,7/26/20,Hawkins,14612,Howie Hawkins,GRE,1
Arizona,Change Research,U.S. President,7/24/20,7/26/20,Biden,13256,Joseph R. Biden Jr.,DEM,47
Arizona,Change Research,U.S. President,7/24/20,7/26/20,Trump,13254,Donald Trump,REP,45
Florida,Change Research,U.S. President,7/24/20,7/26/20,Biden,13256,Joseph R. Biden Jr.,DEM,48
Florida,Change Research,U.S. President,7/24/20,7/26/20,Trump,13254,Donald Trump,REP,45
Michigan,Change Research,U.S. President,7/24/20,7/26/20,Biden,13256,Joseph R. Biden Jr.,DEM,46
Michigan,Change Research,U.S. President,7/24/20,7/26/20,Trump,13254,Donald Trump,REP,42
North Carolina,Change Research,U.S. President,7/24/20,7/26/20,Biden,13256,Joseph R. Biden Jr.,DEM,49
North Carolina,Change Research,U.S. President,7/24/20,7/26/20,Trump,13254,Donald Trump,REP,46
Pennsylvania,Change Research,U.S. President,7/24/20,7/26/20,Biden,13256,Joseph R. Biden Jr.,DEM,48
Pennsylvania,Change Research,U.S. President,7/24/20,7/26/20,Trump,13254,Donald Trump,REP,46
Wisconsin,Change Research,U.S. President,7/24/20,7/26/20,Biden,13256,Joseph R. Biden Jr.,DEM,48
Wisconsin,Change Research,U.S. President,7/24/20,7/26/20,Trump,13254,Donald Trump,REP,43
,SurveyMonkey,U.S. President,7/24/20,7/26/20,Biden,13256,Joseph R. Biden Jr.,DEM,51.43
,SurveyMonkey,U.S. President,7/24/20,7/26/20,Trump,13254,Donald Trump,REP,45.74
,SurveyMonkey,U.S. President,7/24/20,7/26/20,Biden,13256,Joseph R. Biden Jr.,DEM,50.67
,SurveyMonkey,U.S. President,7/24/20,7/26/20,Trump,13254,Donald Trump,REP,47.32
Pennsylvania,Franklin & Marshall College,U.S. President,7/20/20,7/26/20,Biden,13256,Joseph R. Biden Jr.,DEM,50
Pennsylvania,Franklin & Marshall College,U.S. President,7/20/20,7/26/20,Trump,13254,Donald Trump,REP,41
Arizona,Morning Consult,U.S. President,7/17/20,7/26/20,Biden,13256,Joseph R. Biden Jr.,DEM,49
Arizona,Morning Consult,U.S. President,7/17/20,7/26/20,Trump,13254,Donald Trump,REP,42
Colorado,Morning Consult,U.S. President,7/17/20,7/26/20,Biden,13256,Joseph R. Biden Jr.,DEM,52
Colorado,Morning Consult,U.S. President,7/17/20,7/26/20,Trump,13254,Donald Trump,REP,39
Florida,Morning Consult,U.S. President,7/17/20,7/26/20,Biden,13256,Joseph R. Biden Jr.,DEM,49
Florida,Morning Consult,U.S. President,7/17/20,7/26/20,Trump,13254,Donald Trump,REP,46
Georgia,Morning Consult,U.S. President,7/17/20,7/26/20,Biden,13256,Joseph R. Biden Jr.,DEM,47
Georgia,Morning Consult,U.S. President,7/17/20,7/26/20,Trump,13254,Donald Trump,REP,46
Michigan,Morning Consult,U.S. President,7/17/20,7/26/20,Biden,13256,Joseph R. Biden Jr.,DEM,52
Michigan,Morning Consult,U.S. President,7/17/20,7/26/20,Trump,13254,Donald Trump,REP,42
Minnesota,Morning Consult,U.S. President,7/17/20,7/26/20,Biden,13256,Joseph R. Biden Jr.,DEM,47
Minnesota,Morning Consult,U.S. President,7/17/20,7/26/20,Trump,13254,Donald Trump,REP,44
North Carolina,Morning Consult,U.S. President,7/17/20,7/26/20,Biden,13256,Joseph R. Biden Jr.,DEM,47
North Carolina,Morning Consult,U.S. President,7/17/20,7/26/20,Trump,13254,Donald Trump,REP,47
Ohio,Morning Consult,U.S. President,7/17/20,7/26/20,Biden,13256,Joseph R. Biden Jr.,DEM,45
Ohio,Morning Consult,U.S. President,7/17/20,7/26/20,Trump,13254,Donald Trump,REP,48
Pennsylvania,Morning Consult,U.S. President,7/17/20,7/26/20,Biden,13256,Joseph R. Biden Jr.,DEM,50
Pennsylvania,Morning Consult,U.S. President,7/17/20,7/26/20,Trump,13254,Donald Trump,REP,42
Texas,Morning Consult,U.S. President,7/17/20,7/26/20,Biden,13256,Joseph R. Biden Jr.,DEM,47
Texas,Morning Consult,U.S. President,7/17/20,7/26/20,Trump,13254,Donald Trump,REP,45
Virginia,Morning Consult,U.S. President,7/17/20,7/26/20,Biden,13256,Joseph R. Biden Jr.,DEM,52
Virginia,Morning Consult,U.S. President,7/17/20,7/26/20,Trump,13254,Donald Trump,REP,41
Wisconsin,Morning Consult,U.S. President,7/17/20,7/26/20,Biden,13256,Joseph R. Biden Jr.,DEM,50
Wisconsin,Morning Consult,U.S. President,7/17/20,7/26/20,Trump,13254,Donald Trump,REP,43
,RMG Research,U.S. President,7/23/20,7/25/20,Biden,13256,Joseph R. Biden Jr.,DEM,45
,RMG Research,U.S. President,7/23/20,7/25/20,Trump,13254,Donald Trump,REP,37
,RMG Research,U.S. President,7/23/20,7/25/20,Jorgensen,14611,Jo Jorgensen,LIB,2
,RMG Research,U.S. President,7/23/20,7/25/20,Hawkins,14612,Howie Hawkins,GRE,1
Minnesota,Trafalgar Group,U.S. President,7/23/20,7/25/20,Biden,13256,Joseph R. Biden Jr.,DEM,49.2
Minnesota,Trafalgar Group,U.S. President,7/23/20,7/25/20,Trump,13254,Donald Trump,REP,44.2
Minnesota,Trafalgar Group,U.S. President,7/23/20,7/25/20,Jorgensen,14611,Jo Jorgensen,LIB,1.7
,Morning Consult,U.S. President,7/23/20,7/25/20,Biden,13256,Joseph R. Biden Jr.,DEM,50
,Morning Consult,U.S. President,7/23/20,7/25/20,Trump,13254,Donald Trump,REP,42
,SurveyMonkey,U.S. President,7/23/20,7/25/20,Biden,13256,Joseph R. Biden Jr.,DEM,51.02
,SurveyMonkey,U.S. President,7/23/20,7/25/20,Trump,13254,Donald Trump,REP,45.74
,SurveyMonkey,U.S. President,7/23/20,7/25/20,Biden,13256,Joseph R. Biden Jr.,DEM,50.2
,SurveyMonkey,U.S. President,7/23/20,7/25/20,Trump,13254,Donald Trump,REP,47.43
Wisconsin,Morning Consult,U.S. President,7/16/20,7/25/20,Biden,13256,Joseph R. Biden Jr.,DEM,49
Wisconsin,Morning Consult,U.S. President,7/16/20,7/25/20,Trump,13254,Donald Trump,REP,43
Alaska,Public Policy Polling,U.S. President,7/23/20,7/24/20,Biden,13256,Joseph R. Biden Jr.,DEM,44
Alaska,Public Policy Polling,U.S. President,7/23/20,7/24/20,Trump,13254,Donald Trump,REP,50
Colorado,Public Policy Polling,U.S. President,7/23/20,7/24/20,Biden,13256,Joseph R. Biden Jr.,DEM,54
Colorado,Public Policy Polling,U.S. President,7/23/20,7/24/20,Trump,13254,Donald Trump,REP,41
Georgia,Public Policy Polling,U.S. President,7/23/20,7/24/20,Biden,13256,Joseph R. Biden Jr.,DEM,46
Georgia,Public Policy Polling,U.S. President,7/23/20,7/24/20,Trump,13254,Donald Trump,REP,45
Iowa,Public Policy Polling,U.S. President,7/23/20,7/24/20,Biden,13256,Joseph R. Biden Jr.,DEM,47
Iowa,Public Policy Polling,U.S. President,7/23/20,7/24/20,Trump,13254,Donald Trump,REP,48
Maine,Public Policy Polling,U.S. President,7/23/20,7/24/20,Biden,13256,Joseph R. Biden Jr.,DEM,53
Maine,Public Policy Polling,U.S. President,7/23/20,7/24/20,Trump,13254,Donald Trump,REP,42
Montana,Public Policy Polling,U.S. President,7/23/20,7/24/20,Biden,13256,Joseph R. Biden Jr.,DEM,45
Montana,Public Policy Polling,U.S. President,7/23/20,7/24/20,Trump,13254,Donald Trump,REP,50
North Carolina,Public Policy Polling,U.S. President,7/23/20,7/24/20,Biden,13256,Joseph R. Biden Jr.,DEM,49
North Carolina,Public Policy Polling,U.S. President,7/23/20,7/24/20,Trump,13254,Donald Trump,REP,46
Pennsylvania,Gravis Marketing,U.S. President,7/22/20,7/24/20,Biden,13256,Joseph R. Biden Jr.,DEM,48
Pennsylvania,Gravis Marketing,U.S. President,7/22/20,7/24/20,Trump,13254,Donald Trump,REP,45
,Morning Consult,U.S. President,7/22/20,7/24/20,Biden,13256,Joseph R. Biden Jr.,DEM,51
,Morning Consult,U.S. President,7/22/20,7/24/20,Trump,13254,Donald Trump,REP,42
North Carolina,Cardinal Point Analytics (CardinalGPS),U.S. President,7/22/20,7/24/20,Biden,13256,Joseph R. Biden Jr.,DEM,46.8
North Carolina,Cardinal Point Analytics (CardinalGPS),U.S. President,7/22/20,7/24/20,Trump,13254,Donald Trump,REP,48.4
North Carolina,Cardinal Point Analytics (CardinalGPS),U.S. President,7/22/20,7/24/20,Jorgensen,14611,Jo Jorgensen,LIB,1.2
,SurveyMonkey,U.S. President,7/22/20,7/24/20,Biden,13256,Joseph R. Biden Jr.,DEM,50.98
,SurveyMonkey,U.S. President,7/22/20,7/24/20,Trump,13254,Donald Trump,REP,45.88
,SurveyMonkey,U.S. President,7/22/20,7/24/20,Biden,13256,Joseph R. Biden Jr.,DEM,50.29
,SurveyMonkey,U.S. President,7/22/20,7/24/20,Trump,13254,Donald Trump,REP,47.53
,YouGov,U.S. President,7/21/20,7/24/20,Biden,13256,Joseph R. Biden Jr.,DEM,51
,YouGov,U.S. President,7/21/20,7/24/20,Trump,13254,Donald Trump,REP,41
Michigan,YouGov,U.S. President,7/21/20,7/24/20,Biden,13256,Joseph R. Biden Jr.,DEM,48
Michigan,YouGov,U.S. President,7/21/20,7/24/20,Trump,13254,Donald Trump,REP,42
Ohio,YouGov,U.S. President,7/21/20,7/24/20,Biden,13256,Joseph R. Biden Jr.,DEM,45
Ohio,YouGov,U.S. President,7/21/20,7/24/20,Trump,13254,Donald Trump,REP,46
Michigan,Redfield & Wilton Strategies,U.S. President,7/19/20,7/24/20,Biden,13256,Joseph R. Biden Jr.,DEM,49
Michigan,Redfield & Wilton Strategies,U.S. President,7/19/20,7/24/20,Trump,13254,Donald Trump,REP,37
Michigan,Redfield & Wilton Strategies,U.S. President,7/19/20,7/24/20,Jorgensen,14611,Jo Jorgensen,LIB,1
Michigan,Redfield & Wilton Strategies,U.S. President,7/19/20,7/24/20,Hawkins,14612,Howie Hawkins,GRE,1
Wisconsin,Redfield & Wilton Strategies,U.S. President,7/19/20,7/24/20,Biden,13256,Joseph R. Biden Jr.,DEM,45
Wisconsin,Redfield & Wilton Strategies,U.S. President,7/19/20,7/24/20,Trump,13254,Donald Trump,REP,35
Wisconsin,Redfield & Wilton Strategies,U.S. President,7/19/20,7/24/20,Jorgensen,14611,Jo Jorgensen,LIB,2
Wisconsin,Redfield & Wilton Strategies,U.S. President,7/19/20,7/24/20,Hawkins,14612,Howie Hawkins,GRE,0
Wisconsin,Redfield & Wilton Strategies,U.S. President,7/19/20,7/24/20,West,14699,Kanye West,IND,2
Arizona,SSRS,U.S. President,7/18/20,7/24/20,Biden,13256,Joseph R. Biden Jr.,DEM,49
Arizona,SSRS,U.S. President,7/18/20,7/24/20,Trump,13254,Donald Trump,REP,45
Florida,SSRS,U.S. President,7/18/20,7/24/20,Biden,13256,Joseph R. Biden Jr.,DEM,51
Florida,SSRS,U.S. President,7/18/20,7/24/20,Trump,13254,Donald Trump,REP,46
Michigan,SSRS,U.S. President,7/18/20,7/24/20,Biden,13256,Joseph R. Biden Jr.,DEM,52
Michigan,SSRS,U.S. President,7/18/20,7/24/20,Trump,13254,Donald Trump,REP,40
Maine,Colby College,U.S. President,7/18/20,7/24/20,Biden,13256,Joseph R. Biden Jr.,DEM,50
Maine,Colby College,U.S. President,7/18/20,7/24/20,Trump,13254,Donald Trump,REP,38
Maine CD-1,Colby College,U.S. President,7/18/20,7/24/20,Biden,13256,Joseph R. Biden Jr.,DEM,55
Maine CD-1,Colby College,U.S. President,7/18/20,7/24/20,Trump,13254,Donald Trump,REP,35
Maine CD-2,Colby College,U.S. President,7/18/20,7/24/20,Biden,13256,Joseph R. Biden Jr.,DEM,45
Maine CD-2,Colby College,U.S. President,7/18/20,7/24/20,Trump,13254,Donald Trump,REP,42
Wisconsin,Morning Consult,U.S. President,7/15/20,7/24/20,Biden,13256,Joseph R. Biden Jr.,DEM,49
Wisconsin,Morning Consult,U.S. President,7/15/20,7/24/20,Trump,13254,Donald Trump,REP,44
Minnesota,Public Policy Polling,U.S. President,7/22/20,7/23/20,Biden,13256,Joseph R. Biden Jr.,DEM,52
Minnesota,Public Policy Polling,U.S. President,7/22/20,7/23/20,Trump,13254,Donald Trump,REP,42
,Harris Insights & Analytics,U.S. President,7/21/20,7/23/20,Biden,13256,Joseph R. Biden Jr.,DEM,55
,Harris Insights & Analytics,U.S. President,7/21/20,7/23/20,Trump,13254,Donald Trump,REP,45
